ISBN,Título,Género,Autor,Editorial,Número de Páginas,Fecha de Publicación,Sinopsis,Portada,URL
9788492480821,María Elvia de Hank,Fotografía,Yvonne Venegas,RM,84,01 de Abril 2010,"María Elvia de Hank es una mirada desde adentro que observa la vida, familia y entorno de María Elvia de Hank, la esposa del millonario excéntrico y ex-alcalde de Tijuana, Jorge Hank Rohn. Con ella como el eje del proyecto, se observa cómo la esposa de uno de los empresarios más ricos de México, crea con su toque perfeccionista un ideal social que participa como ejemplo tanto en su vida pública como privada.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9788492480821_d8d3.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/maria-elvia-de-hank
9786076109946,TRANSFORMACIÓN POLICIAL,Derecho,Lorena H. Islas,Flores,464,01 de Marzo 2023,"ÍNDICE* Los derechos humanos como canasta básica policial* El policía de proximidad, la prevención del delito y la solución de problemas* Seguridad intramuros* La atención de víctimas como base fundamental de la actuación policial* El policía y la justicia cívica* Detención y la gestión policial* Uso excepcional, racional, congruente y proporcional de la fuerza en sus distintos niveles de aplicación* El policía y el tema de género* Laboratorio de procesamiento de indicios* Informes policiales* El Primer Respondiente y las audiencias","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9786076109946_6e4d.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/transformacion-policial
9788467937664,HARRY POTTER: LOS ARCHIVOS DE LAS PELICULAS 2,Cine,Jody Revenson,Norma,64,2019,"EL SEGUNDO VOLUMEN DE LA NUEVA COLECCIÓN DE LIBROS ILUSTRADOS SOBRE LAS PELÍCULAS DE HARRY POTTER Desde Ollivander al andén nueve y tres cuartos o el Ministerio de Magia, este libro invita a redescubrir las encantadoras localizaciones del mundo mágico. Con preciosas ilustraciones y fotografías de los rodajes de las películas, así como sorprendentes reflexiones de sus creadores, estas páginas proporcionan a los fans toda la información sobre cómo estos lugares mágicos cobraron vida en la gran pantalla.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9788467937664_a24a.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/harry-potter-los-archivos-de-las-peliculas-2
9786075502144,Ciencias de la salud 2,Negocios y Finanzas,Armando Vargas Domínguez,Patria,168,20 de Junio 2019,"Uno de los temas clave en la agenda pública nacional es el tema del autocuidado de la salud. Esta obra tiene la intención de ser una guía para los jóvenes adolescentes en esta materia. Brinda información confiable y valiosa con respecto a temas de relevancia como la farmacología, la microbiología y la parasitología de una manera comprensible para el estudiante. También se presentan temas de conductas de riesgo y cómo prevenirlas, así como de primeros auxilios y prevención de accidentes, temas que son de inestimable valor para el adolescente. También cuenta con los valiosos materiales de apoyo en sali, plataforma electrónica de ayuda para el estudiante.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786075502144_e536.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/ciencias-de-la-salud-2
9786070787843,Reiki angelical en casa,Desarrollo Humano,Teresa Salazar,Booket,176,17 de Junio 2022,"¿Qué pensarías si te dijeran que tú mismo puedes sanar tu cuerpo, tu mente y tu corazón?¡Con Reiki angelical en casa, descubre lo fácil que es hacerlo!De forma práctica y sencilla, este libro pone a tu disposición todo el poder terapéutico del reiki angelical. Con cartas con símbolos, autoterapias guiadas, meditaciones, baños energéticos e instrucciones para sanar con cristales, esta guía te enseñará cómo: Programar a tu alma gemela  Atraer la abundancia a tu vida  Descubrir tu misión y tu propósito  Adelgazar sin sufrimiento  Aliviar tus dolencias físicas  Sanar a tus mascotasLimpiar tus espacios de malas energías  Recuperar la alegría de vivir  No necesitas ser terapeuta certificado de reiki o canalizador de ángeles para usar esta maravillosa herramienta de autosanación. Solo tienes que creer en ti y en la energía curativa del amor.¡Atrévete a vivir esta aventura y descubre los milagros que el reiki angelical puede hacer en ti!","https://www.gandhi.com.mx/media/catalog/product/9/7/9786070787843_60fa.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/reiki-angelical-en-casa-1
9786071702609,EL SER Y LA ESENCIA DE LOS VALORES: UNA AXIOLOGIA PARA EL SIGLO XXI,Filosofía,Hortensia Cuéllar Pérez,Trillas,16,2009,"Los valores aparecen en cada dimensión de la vida, en lo material, la cultura, la naturaleza, la persona, en la sociedad, el arte, la ciencia y la tecnología, en el seno de la familia y la escuela, el club, la empresa, y la iglesia, en la convivencia social y la intimidad personal, etc., y por lo mismo se convierte en motivo de reflexión filosófica. Todo el mundo habla de ello pero nadie sabe decir en realidad que se entiende por valores. El libro plantea diversos problemas y cuestionamientos en relación con el ser y la esencia de los valores.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786071702609.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/el-ser-y-la-esencia-de-los-valores-una-axiologia-para-el-siglo-xxi
9789878474939,Dos noches en Lisboa,Terror y Suspenso,Chris Pavone,Motus,528,01 de Agosto 2023,"El marido de Ariel ha desaparecido sin avisar, no le ha dejado ninguna nota y ni siquiera responde al móvil. ¿Ha salido a correr y lo han asaltado? ¿Secuestrado? ¿Asesinado? ¿Podría ser un estafador, un traficante de drogas o, quizá, un espía? ¿Tal vez se ha asustado ante este repentino matrimonio y la ha abandonado? Consulta, primero, al personal del hotel, luego a la policía, después a la embajada de Estados Unidos, y cada vez se enfrenta a más preguntas que no puede responder: ¿A qué ha venido exactamente John a Lisboa? ¿Quién quiere hacerle daño? ¿Cómo es que ella sabe tan poco sobre su marido? ¿Por qué él insistió tanto para que le acompañara en este viaje de negocios?Ariel recorre las antiguas calles de Lisboa, cada vez más frustrada, desesperada, al borde de un ataque de nervios. De pronto, una motocicleta chirría al detenerse a su lado, el conductor le arroja algo y huye. Es un móvil. Está sonando.Los minutos y las horas vuelan, a Ariel se le acaba el tiempo y no tiene más remedio que recurrir a la única persona que jamás querría volver a ver.","https://www.gandhi.com.mx/media/catalog/product/9/7/9789878474939_38dd.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/dos-noches-en-lisboa-1
9788411691529,COMO SER EXCELENTE EN LA ABOGACÍA,Derecho,Miguel Carbonell,Tirant lo Blanch,150,30 de Marzo 2023,"Miguel Carbonell comparte en esta obra los consejos más útiles para tener una carrera profesional exitosa en la abogacía. La experiencia de más de 30 años de ejercicio profesional del autor se ha plasmado en 24 consejos prácticos y una gran conclusión general que le van a permitir a los lectores enfocarse en los temas importantes, desarrollar estrategias de marketing jurídico, aprender los criterios para segmentar en su desempeño profesional y muchas otras cuestiones indispensables en el panorama contemporáneo de la abogacía.Se trata de una nueva aportación de gran calado, por parte de un autor cuya presencia ha sido constante en el panorama editorial mexicano y que se ha convertido en una fuente permanente de consulta para las jóvenes generaciones de profesionales del derecho.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9788411691529_1049.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/como-ser-excelente-en-la-abogacia
9788418428760,Matar a un elefante y otros escritos,Ensayo Literario,George Orwell,Turner,408,19 de Septiembre 2021,"Este
volumen es, por un lado, un acercamiento inmejorable para comprender la
dimensión política de Orwell, su compromiso con la verdad, por más incómoda
que resulte a sus adversarios, pero también a sus partidarios; y, por el
otro, una mirada al lado más íntimo y frágil de su personalidad, con una
selección de sus diarios escritos bajo la presión de las bombas alemanas
entre 1940 y 1942. El libro incluye algunos ensayos clásicos de Orwell, como
""La política y la lengua inglesa"", ""Recuerdos de la Guerra
civil española"" y el ensayo anticolonialista que le da título
""matar a un elefante"". Además, presenta las reseñas de algunos
libros que publicados en su tiempo luego se volverían clásicos, como Camino
de servidumbre de Hayek o Su mejor hora, el segundo volumen de las memorias
de Churchill sobre la Segunda Guerra Mundial.","https://www.gandhi.com.mx/media/catalog/product/9788418428760?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/matar-a-un-elefante-y-otros-escritos
9786070787317,"Hola, miedos",Desarrollo Humano,Michelle Poler,Planeta,352,17 de Junio 2022,"Tus miedos son un motor para hacer las cosas en grande.EN 2016 MICHELLE POLER HIZO UN RETO QUE SE VOLVIÓ VIRAL: enfrentar cien temores durante cien días. Se lanzó desde un avión, dejó que una tarántula le caminara encima, bailó sola en medio de Times Square y con su ejemplo inspiró a millones de personas a salir de su zona de confort, atreverse a vivir (en vez de sobrevivir) y encontrar la felicidad auténtica. Esa experiencia le cambió la vida ¡y aquí encontrarás las claves para transformar la tuya!HOLA, MIEDOS es una guía honesta para afrontar lo que te asusta con valentía. Pues no se trata de ser temeraria, sino de nombrar, aceptar y sobrepasar aquello que te detiene para que te vuelvas imparable. Tus miedos revelan lo que más te importa. En cada desafío hay una oportunidad para crecer y reencontrarte contigo, sin pedir disculpas.¿TE ANIMAS A INTENTARLO?","https://www.gandhi.com.mx/media/catalog/product/9/7/9786070787317_5bde.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/hola-miedos
9788412513981,Sabiduría del Doctor David R. Hawkins.,Desarrollo Humano,David R. Hawkins,El grano de mostaza,304,29 de Diciembre 2022,"Este libro presenta una colección de ideas profundas de uno de los grandes pensadores de nuestra generación. El doctor David R. Hawkins ha sido ensalzado por Madre Teresa y por el doctor Wayne Dyer por sus investigaciones innovadoras y por sus enseñanzas sobre la mente humana, que nos abren a comprender la verdad y la iluminación. La presente obra está escrita con autoridad y lleva a los lectores a niveles más elevados de entendimiento y conciencia. El libro consta de diez capítulos que abarcan las enseñanzas esenciales del doctor Hawkins, las más beneficiosas y relevantes para nuestros días, entre las que se incluye el proceso de calibración del Mapa de la Conciencia. Prepárate para salir del camino del ego hacia otro más gratificante y satisfactorio, el camino del servicio...","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9788412513981_7e6a.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/sabiduria-del-doctor-david-r-hawkins
